,Store Name,Description,Department,Qty Sold,Cost,Retail,Total Retail,Margin,Profit
221,Zuni   LLC,COFFEE LARGE,COFFEE & TEA,202,1.5,2.49,502.98,39.76,199.98
222,CHEYENNE   LLC,MARLBORO BLACK 100 BOX,CIGARETTES,201,7.88,8.34,1656.42,5.54,92.86
223,Golden LLC,COFFEE SMALL,COFFEE & TEA,201,1.13,1.89,383.67,40.21,152.76
224,Golden LLC,FOUNTAIN MEDIUM,FOUNTAIN,201,1.08,1.79,359.79,39.66,142.71
225,CEDAR   LLC,PEPSI 20 OZ,BEVERAGE : STANDARD,200,1.61,2.99,600.2,46.14,275.92
226,Zuni   LLC,"$5 monopoly $100,000!",LOTTERY,200,5.0,5.0,1000.0,0.0,0.0
227,HAWK   LLC,COPENHAGEN LONG CUT MINT,CHEW,199,7.72,8.89,1769.11,13.18,233.23
228,Golden LLC,RED BULL SUMMER WATERMELON 12 OZ,BEVERAGE : STANDARD,199,2.05,3.99,794.01,48.62,386.06
229,BOULDER   LLC,ZYN WINTERGREEN 6MG,POUCH,198,6.49,8.99,1780.02,31.03,495.79
230,Zuni   LLC,PEPSI 20 OZ,BEVERAGE : STANDARD,197,1.61,2.99,589.03,46.14,271.78
231,Zuni   LLC,ICE BAG LARGE 16 LB,EXTERIOR : ICE,197,2.8,4.99,983.03,43.89,431.43
232,CEDAR   LLC,SWISHER SWEET CIG 2PK GRA,CIGAR & PAPER,196,1.43,1.99,390.04,28.12,109.7
233,CEDAR   LLC,$50 FRENZY,LOTTERY,196,0.0,1.0,196.0,100.0,196.0
234,HAWK   LLC,RED BULL SUGARFREE 12 OZ,BEVERAGE : STANDARD,196,2.06,4.09,801.64,49.62,397.8
235,Zuni   LLC,SWISHER SWEET 2 CIGARILLO,CIGAR & PAPER,196,1.31,1.99,390.04,34.19,133.36
236,Zuni   LLC,LUCKY STRIKE RED KING FIL,CIGARETTES,196,8.3,7.79,1535.16,-6.53,-99.76
237,Zuni   LLC,ZYN SMOOTH 3MG,POUCH,196,6.65,8.99,1762.04,26.03,458.64
238,BOULDER   LLC,MARLBORO BOX,CIGARETTES,196,9.92,11.39,2218.16,12.94,288.9
239,Golden LLC,"$1 monopoly $10,000!",LOTTERY,196,0.0,1.0,199.0,100.0,196.0
240,WHEAT   LLC,MARLBORO BOX,CIGARETTES,195,9.92,11.39,2207.28,12.94,287.43
241,CHEYENNE   LLC,PEPSI 20 OZ,BEVERAGE : STANDARD,195,1.58,2.99,583.05,47.05,274.31
242,LITTLETON   LLC,RED BULL ENERGY DRINK 8.4 OZ,BEVERAGE : STANDARD,195,1.54,3.29,641.55,53.14,340.94
243,Zuni   LLC,SMOKE SHOP $14.99,SMOKE SHOP,195,5.5,14.99,3012.99,63.31,1850.55
244,CEDAR   LLC,AQUAFINA 1 LTR,BEVERAGE : STANDARD,193,1.42,2.99,583.05,52.62,303.67
245,CEDAR   LLC,ARIZONA GREEN TEA 22OZ,BEVERAGE : STANDARD,192,0.87,1.99,382.08,56.32,215.21
246,HAWK   LLC,MEXICAN COKE 12 OZ,BEVERAGE : STANDARD,192,1.69,3.49,643.68,51.47,344.89
247,CHEYENNE   LLC,BOX OF SEVENS 2 CT CHEWABLE TABLETS 7-HYDROXYMITRAGYNINE 20 MG PER TABLET,SMOKE SHOP,192,7.5,14.99,2878.08,49.97,1438.08
248,Zuni   LLC,DIET COKE ZERO 20 OZ,BEVERAGE : STANDARD,192,1.58,2.99,574.08,47.05,270.09
249,CHEYENNE   LLC,SMOKE SHOP $4.99,SMOKE SHOP,191,0.91,3.99,906.37,77.28,588.95
250,CEDAR   LLC,BINGO TRIPLER,LOTTERY,190,5.0,5.0,950.0,0.0,0.0
251,HAWK   LLC,COCA COLA DIET ZERO 20 OZ,BEVERAGE : STANDARD,190,1.58,3.09,600.9,48.76,286.27
252,HAWK   LLC,ICE BAG LARGE 16 LB,EXTERIOR : ICE,190,3.4,6.99,1328.1,51.36,682.1
253,Golden LLC,SKOAL POUCHES MINT,CHEW,190,8.63,9.89,1879.1,12.76,239.78
254,CHEYENNE   LLC,BIC LIGHTER 50 CT,COUNTER DISPLAY,189,0.94,2.59,489.51,63.75,312.04
255,Golden LLC,ZYN SPEARMINT 3MG,POUCH,189,6.65,8.99,1699.11,26.03,442.26
256,CEDAR   LLC,CAMEL BLUE 99 BOX,CIGARETTES,188,10.27,10.41,2002.06,1.34,26.13
257,HAWK   LLC,SIDES,KITCHEN,187,2.0,2.0,374.0,0.0,0.0
258,CHEYENNE   LLC,MARLBORO BLACK BOX,CIGARETTES,187,7.88,8.34,1543.02,5.54,86.39
259,BOULDER   LLC,DYNAMITE CROSSWORD,LOTTERY,186,5.0,5.0,930.0,0.0,0.0
260,Zuni   LLC,ZYN CITRUS 3MG,POUCH,185,6.65,8.99,1663.15,26.03,432.9
261,CHEYENNE   LLC,BOX OF SEVENS 5 CT CHEWABLE TABLETS 7-HYDROXYMITRAGYNINE 20 MG PER TABLET,SMOKE SHOP,184,17.5,34.99,6438.16,49.99,3218.16
262,LITTLETON   LLC,CAMEL BLUE 99 BOX,CIGARETTES,184,10.27,10.41,1902.46,1.34,25.58
263,BOULDER   LLC,PEPSI 20 OZ,BEVERAGE : STANDARD,184,1.61,2.99,552.36,46.14,253.85
264,BOULDER   LLC,ELDORADO SPRING WATER 1 GAL,BEVERAGE : STANDARD,184,1.38,3.49,642.16,60.6,389.16
265,Golden LLC,PEPSI 20 OZ,BEVERAGE : STANDARD,184,1.61,2.99,555.4,46.14,253.85
266,CEDAR   LLC,MDEW 1 LTR,BEVERAGE : STANDARD,183,2.02,3.59,656.97,43.73,287.31
267,Golden LLC,DR PEPPER 20 OZ,BEVERAGE : STANDARD,183,1.61,2.99,547.17,46.14,252.47
268,CEDAR   LLC,COFFEE SMALL,COFFEE & TEA,182,1.13,1.89,343.98,40.21,138.32
269,LITTLETON   LLC,GLACEAU SMARTWATER 1 LTR,BEVERAGE : STANDARD,182,1.83,3.49,635.18,47.61,302.43
270,BOULDER   LLC,CON NBRW GUAVA 12 PK 12 OZ,BEVERAGE : SPECIALITY,182,4.0,8.49,1545.18,52.9,817.34
271,Zuni   LLC,$ 2 decade,LOTTERY,181,0.02,2.0,362.0,99.0,358.38
272,Zuni   LLC,S005 BUTANE 11 X 300ML/10.14 OZ 12 CT,CIGAR & PAPER,181,1.58,5.99,1084.19,73.58,797.76
273,CHEYENNE   LLC,STRBK FRAPPUCCINO VANILLA CHILLED COFFEE 13.7 OZ,BEVERAGE : STANDARD,180,2.62,4.39,835.92,40.39,319.21
274,LITTLETON   LLC,ZYN COOL MINT 6MG,POUCH,180,6.65,8.99,1618.2,26.03,421.2
275,HAWK   LLC,KA-POW BINGO,LOTTERY,179,3.0,3.0,537.0,0.0,0.0
276,Golden LLC,RED BULL SUMMER/ AMBER LS 12 OZ,BEVERAGE : STANDARD,179,2.05,3.99,712.23,48.62,347.26
277,Golden LLC,RED BULL WILD BERRIES 12 OZ,BEVERAGE : STANDARD,179,2.05,3.99,714.21,48.62,347.26
278,Golden LLC,NEW BELGUIM VOODOO RANGER IMPERIAL 19.2 OZ,BEER,179,2.44,4.19,750.01,41.69,312.66
279,Zuni   LLC,MARLBORO NXT BOX,CIGARETTES,178,9.46,10.8,1911.01,12.38,237.99
280,Zuni   LLC,GATORADE COOL BLUE 28 OZ,BEVERAGE : STANDARD,178,1.99,3.39,634.62,41.3,249.2
281,Golden LLC,50 X $5,LOTTERY,178,4.65,5.0,890.0,7.0,62.3
282,WHEAT   LLC,DR PEPPER 20 OZ,BEVERAGE : STANDARD,177,1.61,2.99,529.23,46.14,244.19
283,Zuni   LLC,MTN DEW 20 OZ,BEVERAGE : STANDARD,177,1.61,2.99,529.23,46.14,244.19
284,Golden LLC,JAVA MONSTER MEAN BEAN 15 OZ,BEVERAGE : STANDARD,177,2.19,3.89,691.63,43.7,300.9
285,BOULDER   LLC,REDBULL WHITE PEACH  12 OZ,BEVERAGE : STANDARD,176,2.05,3.99,702.24,48.62,341.44
286,CEDAR   LLC,FLAVOR ICE GIANT FREEZER,ICE CREAM,175,0.37,0.79,138.25,53.36,73.78
287,CHEYENNE   LLC,ZYN COOL MINT 6MG,POUCH,175,4.26,5.99,1048.25,28.81,302.05
288,Zuni   LLC,$50 FRENZY,LOTTERY,175,0.0,1.0,175.0,100.0,175.0
289,Golden LLC,DASANI WATER ZERO 1 LTR,BEVERAGE : STANDARD,175,1.33,2.99,523.25,55.6,290.94
290,CEDAR   LLC,FOUNTAIN MEDIUM,FOUNTAIN,173,1.08,1.79,309.67,39.66,122.83
291,Zuni   LLC,B&M ORIGINAL 25CT,CIGAR & PAPER,173,1.54,1.99,344.27,22.55,77.64
292,Zuni   LLC,DUTCH MASTERS CIGARILLOS  HONEY FUSION SO2 30/2 PK,CIGAR & PAPER,173,1.5,1.99,344.27,24.64,84.84
293,Golden LLC,ELDORADO WATER 1 GAL,BEVERAGE : STANDARD,173,1.34,3.49,603.77,61.6,371.95
294,Golden LLC,ZYN COOL MINT 3MG,POUCH,173,6.65,8.99,1554.02,26.03,404.82
295,CEDAR   LLC,DR PEPPER  1 LTR,BEVERAGE : STANDARD,172,2.02,3.59,617.48,43.73,270.04
296,HAWK   LLC,SPRITE LEMON LIME SODA 20 OZ,BEVERAGE : STANDARD,172,1.58,3.09,541.28,48.76,259.15
297,Golden LLC,STRBK FRAPPUCCINO VANILLA CHILLED COFFEE 13.7 OZ,BEVERAGE : STANDARD,172,2.83,4.39,762.48,35.46,267.75
298,HAWK   LLC,AQUAFINA WATER 20 OZ,BEVERAGE : STANDARD,170,1.15,2.39,406.3,51.88,210.8
299,CHEYENNE   LLC,RED BULL ENERGY DRINK 8.4 OZ,BEVERAGE : STANDARD,170,1.37,3.29,559.3,58.4,326.62
300,COLFAX   LLC,NEWPORT BOX 100S,CIGARETTES,170,10.8,12.4,2094.35,12.94,272.68
301,Golden LLC,AMERICAN SPIRIT 85 BOX BL,CIGARETTES,170,10.85,12.61,2154.43,13.96,299.2
302,CHEYENNE   LLC,BREAKFAST BURRITO,HOT FOOD,169,3.6,4.99,843.31,27.86,234.91
303,LITTLETON   LLC,ZYN PEPPERMINT 6MG,POUCH,169,6.65,8.99,1519.31,26.03,395.46
304,BOULDER   LLC,NEW BELGUIM VOODOO RANGER IMPERIAL 19.2 OZ,BEER,169,2.44,4.19,708.11,41.69,295.19
305,Golden LLC,MARLBORO 100 BOX,CIGARETTES,169,9.92,11.39,1913.01,12.94,249.11
306,Golden LLC,ON NICOTINE POUCHES 8MG M,POUCH,169,5.3,6.79,1141.91,21.97,252.15
307,CEDAR   LLC,RED BULL 20 OZ,BEVERAGE : STANDARD,168,3.52,5.99,1006.32,41.25,415.11
308,CHEYENNE   LLC,CAMEL BLUE BOX,CIGARETTES,168,8.63,8.52,1429.31,-1.34,-19.15
309,Golden LLC,ON NICOTINE POUCHES 4MG W,POUCH,168,5.3,6.79,1131.92,21.97,250.66
310,HAWK   LLC,GLACEAU SMARTWATER 1 LTR,BEVERAGE : STANDARD,167,1.83,3.49,582.83,47.61,277.5
311,Zuni   LLC,CELSIUS KIWI GUAVA 12 OZ,BEVERAGE : STANDARD,167,1.52,2.99,499.33,49.14,245.36
312,BOULDER   LLC,RED BULL SUGARFREE 12 OZ,BEVERAGE : STANDARD,167,2.05,3.99,666.33,48.62,323.98
313,Golden LLC,PALLSAV RED 100 BOX,CIGARETTES,167,9.65,10.33,1712.09,6.56,113.23
314,Golden LLC,ARIZONA GREEN TEA 22OZ,BEVERAGE : STANDARD,167,0.87,1.99,332.33,56.32,187.19
315,CEDAR   LLC,WIN  & TENDER LRG,HOT FOOD,166,3.6,5.99,994.34,39.9,396.74
316,HAWK   LLC,SMARTIES GIANT,CANDY : NOVELTY,166,0.24,1.09,180.94,78.44,141.93
317,CHEYENNE   LLC,REDBULL SUMMER EDITION ENERGY DRINK 12 OZ,BEVERAGE : STANDARD,166,2.0,3.99,662.34,49.93,330.69
318,CHEYENNE   LLC,RED BULL YELLOW 12 OZ,BEVERAGE : STANDARD,166,2.0,3.99,662.34,49.93,330.69
319,COLFAX   LLC,ICE BAG SMALL 7 LB,EXTERIOR : ICE,166,1.5,2.79,468.84,46.24,214.14
320,BOULDER   LLC,CAMEL BLUE BOX,CIGARETTES,166,10.27,10.41,1736.2,1.34,23.07
321,Golden LLC,NESTLE PURE LIFEWATER 24 PK 16.9 OZ,BEVERAGE : STANDARD,166,6.5,7.99,1326.34,18.65,247.34
322,LITTLETON   LLC,ZYN SPEARMINT 6MG,POUCH,165,6.65,8.99,1483.35,26.03,386.1
323,LITTLETON   LLC,ZYN WINTERGREEN 6MG,POUCH,165,6.65,8.99,1483.35,26.03,386.1
324,Zuni   LLC,ELDORADO WATER 1 GAL,BEVERAGE : STANDARD,165,1.38,3.49,575.85,60.6,348.98
325,Zuni   LLC,DASANI 20 OZ,BEVERAGE : STANDARD,165,1.04,2.19,361.35,52.44,189.49
326,Zuni   LLC,ARIZONA GREEN TEA 22OZ,BEVERAGE : STANDARD,165,0.87,1.99,328.35,56.32,184.95
327,Zuni   LLC,BUZZBALLLZ CHILLERS BERRY CHERRY LIMEADE 187 ML,LIQUOR,165,2.41,4.99,823.35,51.7,425.7
328,Golden LLC,COCA COLA ZERO SUGAR 20 OZ,BEVERAGE : STANDARD,165,1.58,2.99,493.35,47.05,232.11
329,HAWK   LLC,COKE CLASSIC 1 LTR,BEVERAGE : STANDARD,164,1.97,3.69,605.16,46.68,282.49
330,LITTLETON   LLC,CAMEL 99 BOX,CIGARETTES,164,10.27,10.41,1692.07,1.34,22.8
331,Zuni   LLC,MARLBORO 100 BOX,CIGARETTES,164,9.92,11.39,1857.42,12.94,241.74
332,BOULDER   LLC,BINGO TRIPLER,LOTTERY,164,5.0,5.0,820.0,0.0,0.0
333,HAWK   LLC,MARLBORO GOLD PACK 100 BO,CIGARETTES,163,9.92,11.39,1847.22,12.94,240.26
334,Zuni   LLC,CON NBRW MIXED PACK - MANGO 12 OZ,BEVERAGE : SPECIALITY,163,4.0,6.69,1090.47,40.22,438.62
335,BOULDER   LLC,$ 1 decade,LOTTERY,163,0.0,1.0,163.0,99.67,162.46
336,Golden LLC,MARLBORO 72 BOX,CIGARETTES,163,9.92,10.89,1762.91,8.94,158.76
337,BOULDER   LLC,DR PEPPER 20 OZ,BEVERAGE : STANDARD,162,1.61,2.99,490.36,46.14,223.5
338,CEDAR   LLC,FOUNTAIN LARGE,FOUNTAIN,161,1.2,1.99,320.39,39.7,127.19
339,Zuni   LLC,GATORADE THIRST LEMON LIME 28 OZ,BEVERAGE : STANDARD,161,1.99,3.39,574.39,41.3,225.4
340,Golden LLC,MINUTE MAID 100% ORANGE JUICE 12 OZ BOTTLE,BEVERAGE : STANDARD,161,1.54,2.99,481.39,48.54,233.66
341,Golden LLC,decade of dillars $20,LOTTERY,161,0.2,20.0,3220.0,99.0,3187.8
342,Golden LLC,$50 FRENZY,LOTTERY,161,0.0,1.0,161.0,100.0,161.0
343,CEDAR   LLC,FOUNTAIN SMALL,FOUNTAIN,160,0.9,1.49,238.4,39.6,94.4
344,Zuni   LLC,ZYN CHILL 6MG,POUCH,160,6.65,8.99,1438.4,26.03,374.4
345,Golden LLC,CAMEL CLASSIC TURKISH ROY,CIGARETTES,160,11.27,12.99,2078.4,13.21,274.56
346,Golden LLC,GRIZZLY WINTERGREEN POUCH,CHEW,160,7.65,8.64,1371.36,11.46,158.4
347,HAWK   LLC,ARIZONA GREEN TEA 22OZ,BEVERAGE : STANDARD,159,0.87,2.09,332.31,58.41,194.12
348,CHEYENNE   LLC,RED BULL 16 OZ,BEVERAGE : STANDARD,159,2.76,4.99,789.45,44.71,354.71
349,Zuni   LLC,B&M SWEETS PT NICE$ 25CT,CIGAR & PAPER,159,1.31,1.79,284.61,26.73,76.07
350,Golden LLC,GATORADE LIME CUCUMBER 28 OZ,BEVERAGE : STANDARD,159,1.99,3.39,545.41,41.3,222.6
351,CEDAR   LLC,PURE LEAF SWEET TEA 18.5 OZ,BEVERAGE : STANDARD,158,1.6,2.89,456.62,44.64,203.82
352,CEDAR   LLC,MT CS HOT,FRITO LAYS,158,2.0,2.99,478.4,33.11,156.42
353,CEDAR   LLC,COKE CLASSIC 1 LTR,BEVERAGE : STANDARD,158,1.97,3.59,567.22,45.19,256.36
354,HAWK   LLC,BIC LIGHTERS 50 + 3 PK,COUNTER DISPLAY,158,0.94,2.79,440.82,66.19,291.79
355,HAWK   LLC,NEWSPAPER HAWK,EXTERIOR : PUBLICATION,158,1.33,1.5,237.0,11.11,26.34
356,Zuni   LLC,DUTCH MASTERS CIGARILLOS  BERRY FUSION 30/2 PK,CIGAR & PAPER,158,1.5,1.99,314.42,24.64,77.48
357,Zuni   LLC,DR PEPPER DIET ZERO 20 OZ,BEVERAGE : STANDARD,158,1.61,2.99,472.42,46.14,217.98
358,BOULDER   LLC,CON NBRW CITRUS YUZU 12 PK 12 OZ,BEVERAGE : SPECIALITY,158,4.0,8.49,1358.4,52.9,709.56
359,CEDAR   LLC,KING SOOPER WHOLE VITAMIN D MILK 1 GALLON,REFRIGERATED,157,3.99,6.99,1097.43,42.92,471.0
360,WHEAT   LLC,LUCKY STRIKE RED 100 FILT,CIGARETTES,157,8.3,7.79,1216.98,-6.53,-79.91
361,HAWK   LLC,AQUAFINA WATER 1 LTR,BEVERAGE : STANDARD,157,1.42,3.09,485.13,54.15,262.72
362,CHEYENNE   LLC,MARLBORO 72 BOX,CIGARETTES,157,8.33,8.68,1346.66,4.02,54.79
363,HAWK   LLC,RED BULL CARUBA ELDER FLOWER 12 OZ,BEVERAGE : STANDARD,156,2.06,4.09,638.04,49.62,316.62
364,Golden LLC,ZYN WINTERGREEN 3MG,POUCH,156,6.65,8.99,1402.44,26.03,365.04
365,CHEYENNE   LLC,SANDWICH,HOT FOOD,155,3.6,5.99,928.45,39.9,370.45
366,CHEYENNE   LLC,ROCKSTAR ENERGY 16 OZ,BEVERAGE : STANDARD,155,1.63,3.29,510.33,50.61,258.08
367,CEDAR   LLC,GOLD PEAK ICED SWEET TEA 18.5 OZ,BEVERAGE : STANDARD,154,1.54,2.99,460.46,48.55,223.56
368,CHEYENNE   LLC,ICE BAG SMALL 7 LB,EXTERIOR : ICE,154,1.5,3.09,475.86,51.46,244.86
369,HAWK   LLC,B.B. COOKIES N CREAM BAR,ICE CREAM,153,1.46,3.09,472.77,52.71,249.21
370,CHEYENNE   LLC,RED BULL SEA BLUE EDITION 12 OZ,BEVERAGE : STANDARD,153,2.0,3.99,609.48,49.93,304.79
371,COLFAX   LLC,LUCKY STRIKE RED 100 FILT,CIGARETTES,153,8.3,7.79,1185.38,-6.53,-77.88
372,Golden LLC,AMERICAN SPIRIT 85 BOX YE,CIGARETTES,153,10.85,12.61,1917.36,13.96,269.28
373,CEDAR   LLC,PEPSI 1 LTR,BEVERAGE : STANDARD,152,2.02,3.59,545.68,43.73,238.64
374,CEDAR   LLC,COFFEE MEDIUM,COFFEE & TEA,152,1.32,2.19,332.88,39.73,132.24
375,CHEYENNE   LLC,TACOS,HOT FOOD,152,2.99,4.99,758.48,40.08,304.0
376,Zuni   LLC,GATORADE THIRST GLACIER FREEZE 28 OZ,BEVERAGE : STANDARD,152,1.99,3.39,543.28,41.3,212.8
377,Golden LLC,RED BULL REGULAR 20 OZ,BEVERAGE : STANDARD,152,3.52,5.99,910.48,41.25,375.58
378,LITTLETON   LLC,ZYN CITRUS 6MG,POUCH,151,6.65,8.99,1357.49,26.03,353.34
379,Zuni   LLC,ON NICOTINE POUCHES 4MG M,POUCH,151,5.3,6.79,1015.69,21.97,225.29
380,BOULDER   LLC,CHUPAGABRA ALL FLAVOURS,ICE CREAM,151,1.8,3.19,481.69,43.57,209.89
381,Golden LLC,MONTEGO MENTHOL SILVER 10,CIGARETTES,151,6.21,7.59,1146.09,18.21,208.68
382,Golden LLC,GATORADE FRUIT PUNCH 28 OZ,BEVERAGE : STANDARD,151,1.99,3.39,517.29,41.3,211.4
383,Golden LLC,RED BULL REGULAR 16 OZ,BEVERAGE : STANDARD,151,2.93,4.99,753.49,41.37,311.69
384,WHEAT   LLC,RED BULL ENERGY DRINK 8.4 OZ,BEVERAGE : STANDARD,150,1.53,3.29,493.5,53.46,263.82
385,HAWK   LLC,ZYN WINTERGREEN 6MG,POUCH,150,6.65,8.99,1348.5,26.03,351.0
386,Zuni   LLC,RED BULL SEA BLUE EDITION 12 OZ,BEVERAGE : STANDARD,150,2.06,3.99,598.5,48.36,289.44
387,BOULDER   LLC,ZYN SPEARMINT 3MG,POUCH,150,6.65,8.99,1348.5,26.03,351.0
388,CEDAR   LLC,ARIZONA SWEET TEA 22OZ,BEVERAGE : STANDARD,149,0.87,1.99,296.51,56.32,167.01
389,WHEAT   LLC,COCA COLA CLASSIC 20 OZ,BEVERAGE : STANDARD,149,1.58,2.99,445.51,47.05,209.6
390,WHEAT   LLC,RED BULL ENERGY DRINK 12 OZ,BEVERAGE : STANDARD,149,2.06,3.99,587.54,48.36,287.51
391,BOULDER   LLC,ZYN CITRUS 6MG,POUCH,149,6.65,8.99,1339.51,26.03,348.66
392,CHEYENNE   LLC,CAMEL CRUSH MENTHOL BOX,CIGARETTES,148,8.63,9.32,1376.9,7.36,101.53
393,CHEYENNE   LLC,RED BULL 20 OZ,BEVERAGE : STANDARD,148,3.52,5.99,898.5,41.25,365.69
394,Zuni   LLC,CORE WATER 30.4 OZ,BEVERAGE : STANDARD,148,1.67,2.89,427.72,42.33,181.06
395,CEDAR   LLC,PEPSI WILD CHERRY 20 OZ,BEVERAGE : STANDARD,147,1.61,2.99,439.53,46.14,202.8
396,BOULDER   LLC,KA-POW BINGO,LOTTERY,147,3.0,3.0,441.0,0.0,0.0
397,BOULDER   LLC,WILD CHERRY CROSSWORD,LOTTERY,147,10.0,10.0,1470.0,0.0,0.0
398,Golden LLC,ELDORADO  1 LTR,BEVERAGE : STANDARD,147,0.75,2.39,351.33,68.62,241.08
399,CEDAR   LLC,RED BULL SEA BLUE EDITION 12 OZ,BEVERAGE : STANDARD,146,2.19,3.99,582.54,45.23,263.47
400,Zuni   LLC,BODY ARMOR WATER 700 ML,BEVERAGE : STANDARD,146,1.29,2.49,363.54,48.13,174.97
401,BOULDER   LLC,SUGAR BEVERAGE FEE 23 OZ,SUGAR FEE  (OPERATIONAL ONLY),146,0.46,0.46,67.16,0.0,0.0
402,Golden LLC,ZYN PEPPERMINT 3MG,POUCH,146,6.65,8.99,1312.54,33.26,341.64
403,BOULDER   LLC,AQUAFINA WATER 1 LTR,BEVERAGE : STANDARD,145,1.42,2.99,433.55,52.62,228.14
404,HAWK   LLC,LARGE SOUP,KITCHEN,144,7.0,7.0,1008.0,0.0,0.0
405,BOULDER   LLC,ZYN CITRUS 3MG,POUCH,144,6.49,8.99,1294.56,28.81,360.58
406,CHEYENNE   LLC,MDEW SODA 16 OZ,BEVERAGE : STANDARD,143,1.29,2.39,337.47,45.96,157.07
407,CHEYENNE   LLC,RED BULL WILD BERRIES 12 OZ,BEVERAGE : STANDARD,143,2.0,3.99,592.53,49.93,284.87
408,Zuni   LLC,GATORADE THIRST FRUIT PUNCH 28 OZ,BEVERAGE : STANDARD,143,1.99,3.39,511.17,41.3,200.2
409,Golden LLC,COPENHAGEN LONG CUT NATUR,CHEW,143,8.46,9.79,1399.97,13.54,189.62
410,Golden LLC,ZYN SMOOTH 6MG,POUCH,143,6.65,8.99,1285.57,26.03,334.62
411,CHEYENNE   LLC,BURRITO,HOT FOOD,142,3.49,5.99,850.58,41.74,355.0
412,CHEYENNE   LLC,RED BULL SUMMER/ AMBER LS 12 OZ,BEVERAGE : STANDARD,142,2.0,3.99,566.58,49.93,282.88
413,CHEYENNE   LLC,ROCKSTAR PUNCHED 16 OZ,BEVERAGE : STANDARD,142,1.63,3.29,467.18,50.61,236.43
414,Zuni   LLC,DARIGOLD WHOLE MILK 14 OZ,BEVERAGE : STANDARD,142,1.33,2.19,304.08,39.16,121.77
415,Golden LLC,LIGHTER BIC MINI LCJ 50 CT,COUNTER DISPLAY,142,0.8,2.19,319.74,63.48,197.41
416,Golden LLC,"$500,000 crossword",LOTTERY,142,0.0,20.0,2840.0,100.0,2840.0
417,WHEAT   LLC,MONSTER ZERO ULTRA SUGAR FREE 16 OZ,BEVERAGE : STANDARD,141,1.74,3.59,506.19,51.53,260.85
418,CHEYENNE   LLC,PEPSI 1 LTR,BEVERAGE : STANDARD,141,1.96,3.59,506.19,45.45,230.07
419,COLFAX   LLC,MARLBORO 100 BOX,CIGARETTES,141,9.92,11.39,1596.98,12.94,207.83
420,Zuni   LLC,GATORADE COOL BLUE 24 OZ,BEVERAGE : STANDARD,141,2.09,3.39,477.99,38.24,182.78
421,Golden LLC,MARLBORO BLEND 27 BOX,CIGARETTES,141,9.92,11.39,1617.89,12.94,207.83
422,CEDAR   LLC,STRBK FRAPPUCCINO VANILLA CHILLED COFFEE 13.7 OZ,BEVERAGE : STANDARD,140,2.83,4.39,631.78,35.46,217.94
423,CEDAR   LLC,RED BULL SUGARFREE 12 OZ,BEVERAGE : STANDARD,140,2.19,3.99,558.6,45.23,252.64
424,COLFAX   LLC,"$2 monopoly $20,000!",LOTTERY,140,2.0,2.0,280.0,0.0,0.0
425,LITTLETON   LLC,MONSTER ENERGY ZERO ULTRA SUGAR FREE 16 OZ,BEVERAGE : STANDARD,140,1.82,3.59,502.6,49.42,248.42
426,Golden LLC,CAMEL CRUSH REG 85 BX MEN,CIGARETTES,140,10.27,10.81,1501.73,4.99,75.46
427,Golden LLC,"$10 monopoly $250,000!",LOTTERY,140,10.0,10.0,1400.0,0.0,0.0
428,HAWK   LLC,GUAYAKI REVEL BERRY 15.5 OZ,BEVERAGE : SPECIALITY,139,1.92,4.59,638.01,58.24,371.6
429,Zuni   LLC,MDEW BAJA BLAST 20 OZ,BEVERAGE : STANDARD,139,1.61,2.99,415.61,46.14,191.76
430,CEDAR   LLC,MOUNTAIN DEW CODE RED 1 LTR,BEVERAGE : STANDARD,138,2.02,3.59,495.42,43.73,216.66
431,CEDAR   LLC,GATORADE COOL BLUE 24 OZ,BEVERAGE : STANDARD,138,2.09,3.39,467.82,38.24,178.89
432,HAWK   LLC,ZYN CITRUS 6MG,POUCH,138,6.65,8.99,1240.62,26.03,322.92
433,HAWK   LLC,RED BULL SUMMER/ AMBER 12 OZ,BEVERAGE : STANDARD,138,2.06,4.09,564.42,49.62,280.08
434,CHEYENNE   LLC,CHARMS BLOW POP ASSORTED,CANDY : BARS,138,0.16,0.39,53.82,58.59,31.53
435,Zuni   LLC,ZYN MENTHOL 6MG,POUCH,138,6.65,8.99,1240.62,26.03,322.92
436,Zuni   LLC,BINGO TRIPLER,LOTTERY,138,5.0,5.0,690.0,0.0,0.0
437,BOULDER   LLC,GLACEAU SMARTWATER 1 LTR,BEVERAGE : STANDARD,138,1.83,3.49,481.62,47.61,229.31
438,Zuni   LLC,CAMEL BLUE BOX,CIGARETTES,137,10.27,10.41,1414.61,1.34,19.04
439,Zuni   LLC,RED BULL SUGARFREE 8.4 OZ,BEVERAGE : STANDARD,137,1.53,3.29,450.73,53.46,240.96
440,Golden LLC,MARLBORO MENTHOL 100 BOX,CIGARETTES,137,10.22,12.02,1633.48,15.01,247.15
441,Golden LLC,CELSIUS ESSENTIALS CHERRY LIMEADE 16 OZ,BEVERAGE : STANDARD,137,1.75,3.19,437.03,45.14,197.28
442,CEDAR   LLC,AM STAR 1 GALLON DRINKING,BEVERAGE : STANDARD,136,1.51,3.99,542.64,62.07,336.83
443,HAWK   LLC,REESES KING,CANDY : BARS,136,1.75,3.39,461.04,48.35,222.93
